review_body,language,sentiment_label,product_category
So cute in the photo..Reality..The material is a synthetic that is just not nice on the skin.. The print was blurred and it was a really boxy fit. Not flattering at all. If the material were cotton it would probably lay nicer...,en,negative,apparel
Sehr handliche Maus mit sehr guter Qualität Klein und schnell 😉 Kann ich echt nur weiter empfehlen Da macht man nicht falsch,de,positive,pc
"El producto hay que tener en cuenta que no de lo mejor del mercado pero cumple perfectamente su cometido pros: barato , mucho material (gafas,probetas...) la gran mayoría de los experimentos se hacen con cosas que tenemos por casa. Está muy dirigido a aprender química del entorno. contras, es de baja calidad los materiales que traen.",es,negative,toy
"Ich habe sie für meinen Mann bestellt und er ist begeistert, besonders von der tollen Qualität. Die Lieferung ging wie gewohnt schnell",de,positive,luggage
品物が2品届いた。私のミスだがメールして問い合わせしたが返事がなく同じ商品が2品ある。 まだ使ってない。でも庭の芝、植木に使いたい,ja,negative,home_improvement
"I like the way the S8+ stays in the holster even when it is bumped or the holster is removed from the belt. The case is easy to snap on the phone and stays on. I can also remove the case easily to clean. I like the horizontal orientation for inserting the phone into the holster. It feels more natural to remove the phone in my hand in the position I use it. The buttons are very easy to press and when I set the phone face down on a surface, the corners of the case keep the glass off it. All the ports are open and easy to access. The headphone jack has worked with every plugin I have used. I have had to replace the case once because I hooked it on the car door a few times and it finally broke the swivel clip. I have and would purchase this again to keep as a spare. The cost is very reasonable for the quality and durability.",en,positive,wireless
"I'm so bummed I missed the return window. This does not slowly brighten and the light is not adjustable like it says it is. If you like waking up to a spotlight in your face 30 minutes before your alarm is supposed to go off, then this is the clock for you! Just recently, the alarm button broke and won't turn off at all. What a waste.",en,negative,electronics
Acopla en el mando y funciona perfecto.,es,positive,wireless
很滋润，夏天使用会有黏腻感，适合秋冬使用。,zh,positive,beauty
"Vorab positiv fand ich dass die Lieferung sehr schnell ging und die Ohrstöpsel gut verpackt waren, außerdem ist die Aluminiumdose sehr praktisch. Jedoch rutschen die Stöpsel andauernd aus den Ohren, selbst ein Wechsel zu der kleineren Version bringt leider garnichts. Außerdem werden Maschinengeräusche, mit denen ich tagtäglich beruflich zu tun habe, nicht merklich reduziert. Schade! Von mir gibt es definitiv keine Kaufempfehlung.",de,negative,musical_instruments
"El precio , que van bien , la única pega es que las puntas de despegan fácilmente .",es,positive,toy
"Guter Reifen , sehr schnelle Lieferung , gutes Preis/Leistungsverhältnis",de,positive,automotive
邮寄到家的书居然连一个塑料薄膜都没有给包装，简直太失望了。,zh,negative,book
"2018年11月29日に注文して購入しました。 2,780円でした。 機能や薄さ、軽さには問題ありません。 しかし、新品なのに指紋がベトベト付いたものが送られてきました。 添付する写真を見てください。 驚きました。",ja,negative,pc
Leiter passt bei der flip 4 kein Lade Kabel mehr rein und das Gummi mit dem das Ding festgehalten wir ist auch nicht ausgereift,de,negative,wireless
Ich bin mit der Folie zu frieden. Ich Arbeitsbereich erfüllt sie voll die versprochenen Funktionen. Leider löst sich meine Folie immer in der rechten unteren Ecke. Sie lässt sich aber wieder andrücken und hält eine kurze Zeit.,de,positive,pc
En revanche il ne vaut mieux pas avoir beaucoup de ventre...,fr,positive,apparel
Easy read and was shipped in a timely matter.,en,positive,book
"Habe mir diese Haargummis gekauft weil ich Dreads habe und dafür große Haargummies brauche. Sofort habe ich beim aufmachen gesehen, das die Verarbeitung wirklich schlecht war an der 'Schnittstelle'. Und sie haben fies gestunken - dachte ich kein Problem, tu ich die in die Waschmaschine. Hat nichts gebracht - Geruch ist immer noch da... würde sie am liebsten einfach wegschmeißen - Fehlkauf",de,negative,sports
J'utilise des huiles essentielles pour parfumer mon nettoyage de sol au balai vapeur. J'en mets sur la lavette directement et le balai diffuse les odeurs en même temps que la vapeur. L'odeur de cette huile essentielle est très agréable et naturelle. Elle sent magnifiquement bon. J'ôte toutefois une étoile car l'odeur ne perdure pas longtemps après le nettoyage des sols.,fr,positive,drugstore
Die Schuhe sind sehr schön und bequem. Etwas klein geschnitten dh. 1 nummer größer nehmen. Ich würde sie wieder kaufen.,de,positive,shoes
"Jeu de cartes coopératif très simple à mettre en place. Attention! il faut de l'espace pour jouer, car parfois les galeries sont longues et prennent de la place... pourtant le packaging tout simple du jeu tient dans la main. Petit et compact, il est très pratique et facilement transportable! Par contre, les cartes sont peu épaisses et peuvent se plier facilement. A manipuler doucement.Surtout avec les jeunes enfants... Les règles sont très simples et les parties néanmoins variées. On peut même y jouer seul (comme un solitaire ou une réussite) mais c'est tout de même plus excitant à plusieurs. J'ai testé ce jeu avec des adultes et des enfants très jeunes (4 ans): ça marche toujours! les enfants adorent l'idée d'empêcher le malfrat de sortir de prison. Il y a un intéressant enjeu pédagogique pour le repérage spatial et la stratégie coopérative. Je recommande sans hésiter d'autant que le prix est très abordable! Un incontournable pour moi!",fr,positive,toy
"I purchased this for multiples uses. I have used it to wash shoes and a large bra. I wash them separately. The bag allows for the items to get washed well. The description states that this closes with a zipper. It actually closes with Velcro. The straps can get caught on the agitator if your washers has one. I did not try attaching it to the dryer door. Overall, I highly recommend this versatile product.",en,positive,home
Ne correspond pas à ma corpulence. Prudence pour les personnes un peu fortes.,fr,negative,home_improvement
这是玛丽苏小说吗？充满了矫情和虚无，不看也罢。,zh,negative,digital_ebook_purchase
"It depends on personal taste, but if you prefer a more inflated pad than some of the other brands, this would be a good fit.",en,positive,other
思前想后很久，最后发现其实电子产品配件真的不用想那么多==，粗暴地买就好,zh,positive,wireless
Garage!!!!! They work for a week and then quite working!!!,en,negative,wireless
"Die Lieferung hat länger gedauert als angegeben, also statt 5 Werkstag 18 Werkstag, also nicht zu empfehlen! Qualität ist schlecht!",de,negative,toy
迅速な対応有難う御座いました。機会があればまた宜しくお願いします。,ja,positive,automotive
亚马逊的快递小哥很有礼貌。不过产品就不敢恭维了，外包装盒子是烂的，小漏斗也是烂的。亚马逊竟然会有这样的商品，我也是无语了！,zh,negative,home
"Tuve anteriormente una National Geographic un poco más grande y el acolchado era mejor, de hecho la Eastpak no tiene acolchado. Si llevas algo en la parte inferior delicado y le das un golpe con la bolsa, esta no protege. El color, tipo tejano oscuro y el tacto me parecen muy buenos. Es diferente a la típica negra y con eso ya se ve un poco más de vestir (si se me permite). La cremallera superior que abre la parte grande funciona bien, dentro cabe una multiusos leatherman, la cartera y la funda rígida de las gafas. En la cremallera trasera llevo el teléfono de 5 pulgadas y cabe bien. La cremallera frontal cuesta de abrir ya que la tela que la protege es muy rígida y caben unos auriculares y algo más. Para llevar lo básico sirve. La correa es suficientemente ancha como para ser cómoda y repartir el peso ya que hay alguna Eastpak más pequeña que las correas miden 1cm de ancho. La recomiendo por precio y calidad. Edito despues de 7 meses. He visto que la parte superior a empezado a pelarse y tiene dos agujeros. El trato que recibe es muy casual y por lo tanto estoy decepcionado. Añado foto.",es,negative,luggage
"Lo he usado dos veces y parece que lubrica muy bien, muy facil de aplicar ya que no sale mucho pero si lo suficiente.",es,positive,sports
"Le papier est de (très)mauvaise qualité : il absorbe l'encre rendant l'usage de cette dernière impossible. L'utilisation d'un stylo bille est donc nécessaire avec un résultat médiocre. Au final , un produit décevant à l'usage...",fr,negative,office_product
"These coasters are great! Funny, durable, and the price is right. This is my second purchase. My friend loved them so much, that I've decided to gift them.",en,positive,kitchen
Très belles ampoules qui éclairent suffisamment sans éblouir.,fr,positive,home
寝室用に時計を購入しました。天井に時間が映るので夜中に起きたときもすぐに時間が分かって便利です。,ja,positive,home
après quelques utilisations elle c'est plié,fr,negative,sports
サロンシャンプーとしてはおすすめしません。 硫酸系の成分が入っているので肌の弱い私には合いませんでした。 しいて良い点を挙げるなら匂いが好きです！,ja,negative,beauty
"I got these handles to update the look of my vanity in my bathroom. They are even more beautiful in person than the photos show. They look very elegant and sparkle in the light. My only complaint is that the screws were slightly too short for my drawer. No worries, I just used the screws I already had from the previous handles, which thankfully fit. I would recommend these handles for a sophisticated and elegant update.",en,positive,home_improvement
Conforme à la description mais inutilisable en un week-end. Le tissu touché le sol donc il s'est rapidement troué et après 10min à la faire rouler sur du goudron plat la roue a fondue... il ne me sert plus à rien.... Je suis très déçue...,fr,negative,luggage
"El precio es asequible, pero el acabado es malísimo, merece la pena pagar un poco más y tener algo de calidad",es,negative,home_improvement
"bonne performance générale Les + Bon perfo léger, il perfore même la pierre sans trop peiner jusqu'à 5 ou 6 mm de diamètre, Le système d'emmanchement qui accepte indifféremment les forets béton ou les embouts de vissage le poids qui reste très raisonnable Les - il faut acheter des forets spéciaux pour le béton. les batteries ne tiennent pas très longtemps et, pire, ne sont pas très robustes le couple est assez faible en vissage. Aujourd’hui, j'ai tout vendu pour prendre du Makita.... j'ai l'impression de ne plus jouer dans la même cour.",fr,positive,home_improvement
"Great for my son’s foot pronation or for ankle support. However, you have to gradually break them in, to give your kid to adapt to this inserts.",en,positive,shoes
Chaussure non adapter a des enfants. Ma fille fût réellement déçue... le bout transparent est beaucoup trop large et le pied passe à travers une vrai galère pour marcher,fr,negative,toy
Wo ist meine Rechnung???? Ich hab die seit einem Monat gekauft. Ich möchte so schnell wie möglich bezahlen. Das ist sehr ärgerlich.,de,positive,electronics
"après 15 jours de prise, toujours pas perdu de graisse, à moins que cela fasse effet après plusieurs jours mais je suis quand même déçu",fr,negative,drugstore
这个洗发水真是超级好用，用完了头发很顺滑一点都不毛躁。,zh,positive,beauty
"An sich ein schönes Set, ein Stern Abzug wegen dem Geruch und weil eins (die Milchtüte) schon kaputt war, als es angekommen ist. Ich werde sie jetzt erstmal offen stehen lassen und auslüften, in der Hoffnung dass sich der Geruch verzieht.",de,positive,toy
しばらくしたら直ぐに使えなくなった。この部品にしては高い方の商品だったのでとても残念！,ja,negative,pc
キャンプでローテーブルの横に置くと、ちょうどいい高さです。 キャプテンスタッグの折り畳み式のローテーブルを使ってます。,ja,positive,sports
最近は安価なスマートウォッチがたくさん出ていますね。 こちらの商品は、比較的画面のサイズが大きめなので私は見やすいです。電話の通知やLINEの通知もわかるのでいちいちスマホを出して確認必要がなくて助かります。他にも健康確認が出来るような機能がたくさんありました。万歩計がわりにもなりますし、ウォーキングの励みになりますね。今まではスマホで確認していたのですが、スマートウォッチで確認出来るので楽チンです。すべてを使いこなしてるわけではありませんが、使いやすさは問題ないです。,ja,positive,electronics
一目見た感じでは薄っぺらいので、頼りないような印象を受けますが、吸水性は抜群！ スポーツタオルという名前ですが、バスタオルとして使うことも全然、問題ありませんでした。 むしろ薄っぺらいので、かさばらなくて良いです。,ja,positive,sports
"三年级以上的孩子读的时候,需要大人指导一下,需要一定的词汇量.最好亲子读,否则小孩会读着读着没有兴趣的.",zh,positive,book
車中泊とキャップ用にこちらのマットを購入しました。 想像以上に厚みがあり、びっくりしました。 寝てみると、底付きもしなそうで安心しました。これからキャンプと車中泊に使用して行きますが、早く使いたい気持ちでいっぱいです。 満足しています。,ja,positive,automotive
"Product not wrapped properly and arrived smashed I a soggy box. Since the company will not allow replacements or refunds, I am out $28 for nothing. Zero stars.",en,negative,grocery
"La toalla que viene con la mat es mas pequeña y por lo tanto no puedes tener estirada del todo la esterilla en el suelo. Además el tamaño de la mat es algo mas pequeño, pero si es para trasportarla esta bien porque pesa menos.",es,negative,sports
Concept is great but the straps started peeling away after two uses. I would recommend the idea of this product however a different brand name.,en,negative,drugstore
"Wie das Produkt ausfällt und ob es hält was es verspricht, werde ich zu einem späteren Zeitpunkt sagen.",de,negative,grocery
Die Bohrer sind extrem scharf und sitzen relativ fest in der kleinen Aufbewahrungsbox. Ich habe mir beim herausziehen eines Bohrers unbemerkt eine kleine Schnittwunde zugefügt. Coole Sache !,de,positive,home_improvement
東京パイプに付属する様な共用アダプター がないので、他社製品にはガスが充填できません。,ja,negative,home_improvement
"Dress is exactly as pictured. Fits perfectly, and straps are adjustable!",en,positive,apparel
J’ai reçu l’article cassé et abîmé. Le produit est un peu petit,fr,negative,home
laut Bestellung u. Rechnung sollte die Lampe dimmbar sein ist sie aber nicht daher eine Falschlieferung mußte im Baumakt eine dimmbare Lampe kaufen das ist ärgerlich,de,negative,home
"Dommage, arrivé cassé, il n'est plus rotatif...",fr,negative,furniture
簡単に接続出来たのですが、文章入力する際、英字のみで仮名入力もローマ字入力もやり方わからず、活用出来てません。もう少し詳しい説明書が同封されてると有り難かったです,ja,negative,pc
teil fehlt rückgabe ok,de,negative,home_improvement
"Do not buy this product. I have had it for only 6 months and the wire is already falling apart. And because of that, it doesn't charge properly anymore. Very dissapointed in this product.",en,negative,pc
"The first pic is how I received the first one (broken during transit bc the top was in the box). Asked for a replacement and got the second pic (broken before put in a box bc I couldn't find the broken piece). Two stars bc it is a great product but spend the extra cash and get it from the store, save the frustration",en,negative,beauty
"Ne prends pas beaucoup de place, relativement stable même avec un iPad pro (relativement car avec une coque dessus, Il faut faire attention en le posant.",fr,positive,pc
One of the best kitchen items I’ve bought!,en,positive,kitchen
RAS conforme à l'annonce,fr,positive,automotive
肌の凸凹が消えてムラなくファンデーションが付けられます。 防腐剤が入ってなくてアルコールも入ってないので敏感肌の私でも安心して使えます。 肌が明るくなるので肌の血色が良くなったように見えますし、久々のヒットです。,ja,positive,beauty
"La qualité est tout à fait correcte pour le prix. Pas extraordinaire mais pas chère ! Remplit bien sa fonction pare-soleil, style sympa. (Mais je dois être stupide : à quoi sert ce fichu bandeau élastique livré avec ???)",fr,positive,sports
书很好，包装的很好，没有破损，而且发货速度很快,zh,positive,book
"Produit reçu et déception à l'ouverture de l'emballage. J'ai acheter un couvercle supplémentaire qui en fait est offert par le fabricant. Une belle escroquerie de ce vendeur qui facture 10€ pour un produit gratuit. Amazon contacté, il me propose juste de le retourner gratuitement pour remboursement intégral. Si vous acheter sans couvercle supplémentaires, je pense juste que le vendeur l'enlève de l'emballage avant envoie. Une magnifique preuve d'honnêteté.",fr,negative,home
31．8mmでもうとにかくギリギリ ベルトの溝にラッチがかんでいるのかかんでいないのか分からないレベル 摩耗したらもうすぐに使えなくなると思われる どうしてせめてあと2mm固定ベルトを長くしなかったのか謎 そんなにコストを下げたかったのか 使えないなら金型代が無駄ではないか 試作しなかったのか… そういろいろ考えてしまう品です。 使うハンドルバーが30㎜以下なら、良い商品だと思われます。,ja,negative,sports
本来以为是一副工笔画，谁知是一副粗线条的简笔画，淡而无味，没意思！,zh,negative,book
"Impeccable pour scanner des diapositives,mais impossible de scanner des négatifs de photos papier",fr,negative,pc
"Lieferung kam schneller als erwartet an. Verpackung war unversehrt, jedoch waren 2 der 6 Kisten an den Rändern stark beschädigt (Plastik ist gebrochen), sodass der Deckel nicht richtig schließen kann. Behalte sie trotzdem.",de,negative,furniture
"Excellent jeu, malheureusement, le nombre de partie est relativement restreint pour ceux qui on une bonne mémoire. La seule solution est d'augmenter le nombre scénarios, mais ça devient vite assez cher.",fr,positive,toy
La máquina no tiene 150W sino solo 120. La producción de cubitos de hielo es mucho más baja que la anunciada. alrededor de 5kg / 24h,es,negative,other
Es justo lo que esperaba,es,positive,home
"Perfectos para lo que los quiero, cumplen su cometido",es,positive,electronics
"Genial, buen acabado y además trae pilas que no suele ser lo habitual jajaja, tiene tara para poder seguir añadiendo a tu receta reseteando a cero y la verdad estoy encantado con ella, acabado metalico y muy pequeña para no molestar en ningún sitio.",es,positive,kitchen
"La verdad q bastante mal, venia todo en una bolsa en vez de venir en una cajita. La presentacion del producto fatal. Con esto no quiero decir q Amazon trabaje mal, si no q ese proveedor es malísimo.",es,negative,electronics
Tout est ok code reçu mais il aurait fallu préciser comment télécharger le logiciel (préciser le lien ) une fois trouver un jeux d’enfant à installer,fr,positive,other
"Tout ok, par contre le délai a été un peu long... produit conforme à mon attente, emballage top, plutôt satisfait",fr,positive,drugstore
马丁的鞋码偏小些。鞋底弹性好，有内衬，冬天穿很舒服。,zh,positive,shoes
Not comfortable. I’ve been wearing them all day and my calves are hurting. They’re hard. No cushion.,en,negative,shoes
使用して1年3ヶ月、使用の度に火花が散るようになり、怖くて使えなくなりました。,ja,negative,kitchen
"Man bekommt keine spontane Bilder hin, am besten nicht Atmen dann verwackelt es weniger. Die Kamera saugt regelrecht den Akku leer. Bin sehr enttäuscht.",de,negative,camera
衣服有点小，肩膀部位紧，建议买大一码。款式看着挺好，没有图片上亮。另外，手不太方便放到口袋里。还是挺满意的。,zh,positive,apparel
Un seul quart de la serviette est avec dorure.... Dommage et le reste en vulgaire papier pas trés beau.,fr,negative,toy
"Vous me demandez un avis sur un produit soi-disant livré. Je n'ai pas quitté mon domicile de la journée, n'ai pas entendu la moindre sonnette. Bref, je ne peux donner un avis sur un colis qui ne m'a jamais été livré, en dépit de la promesse des 24h.",fr,negative,pc
Envoi rapide et soigné. Très beau jouet. Ma fille sera ravie pour Noël. Il complétera parfaitement sa collection. Je recommande,fr,positive,toy
レッグの上部の滑り止めが柔らかすぎて、ずり落ちます。以前のようなテープ状の滑り止めの方が良かったです。,ja,negative,apparel
Un articulo muy bueno para corte de embutido....muy recomendable. Yo ya e comprado 2 para regalar,es,positive,home
由于游览页面及介绍不详细，买了一个我不喜欢的杯子，关键是买了两个。郁闷！,zh,negative,home
1番使いたかったネジがプラスネジではなく 星ネジでした。星ドライバーは勿論入っていないですしなんで全部プラスと書いてあるのに星なんて入ってるんですか！,ja,negative,home_improvement
使用三ヶ月で使用不可能です。今、交換について業者と話中。明るくてよかったんですが。一年保証なのに、三ヶ月しかつかえないのは？？？？,ja,negative,home_improvement
無線機をつないで50ｗ送信をしたところ、すぐに異臭がしてソケットから煙がでて溶けてしまいました。 先日、返品をしましたので確認ください。 50ｗ送信に耐えないのでしょう。ヒューズが切れないの本体が溶けるのはどうでしょう。 危ないと思います。 商品の改良が必要と感じました。 よろしくお願いします。,ja,negative,electronics
Fonctionne super bien et silencieux. La lingerie est moins humide,fr,positive,home_improvement
Weil er viel zu klein ist und die Rücksendung kostet mehr als der BH wert ist. Leider nicht zum empfehlen.,de,negative,apparel
"Funciona perfectamente, el servicio ha sido bueno en cuanto a tiempo y forma. El producto cumple con lo descrito y las fotos también",es,positive,home
J'ai reçu un sac avec un problème de fermeture du cadena et XD DESIGN a parfaitement répondu à ma demande. J'ai reçu un nouveau sac dans en quelques jours. Le sac est TOP ! place pour rangement et esthétique. a recommander.,fr,positive,luggage
"La usamos para un viaje a Tailandia y fue perfecta, caben muchas cosas y tiene varios compartimentos, las cremalleras aguantaron el trote y no es excesivamente grande como otras",es,positive,sports
"Given that this model was the only kit I could find that that was 65' long, I was thinking that this would be a great value (esp. with a $10 coupon). However, the kids wanted to keep adjusting the positions of the obstacles and with this kit, you must release tension everytime to make any adjustment. Even worse, the mounting hardware has some very sharp edges that cut fingers and fray the ropes on the obstacles. The constant tightening/releasing of the line also puts a lot of additional use onto the ratchet mechanism. Overall the obstacles appeared fine, though the ladder was virtually unusable for my 8- and 6-year-old boys. The loose rings were what the boys wanted to use the most, but they were also the most difficult.",en,negative,toy
Love the look of the lights. Instructions were lacking.,en,positive,home_improvement
"Sehr schöner Pullover. War ein Geburtstagsgeschenk für meinen Sohn, er hat sich sehr gefreut. Auch nach dem Waschen noch top.",de,positive,sports
"Me han durado dos meses,ya no se escuchan las dos partes",es,negative,electronics
ほかの皆さんのレビューの通り、重厚感ありますね。 それはいいんですが、複数欲しかったのにアマゾンプライム縛りのために１つしか買えませんでした。 そういう不便なところは改善してほしいですね。,ja,positive,office_product
Granddaughter loved them,en,positive,toy
"Tras una semana usándolo hay algunas cosas extrañas. El ordenador cuesta 1300 pero se calienta más que el asus del año 2014 que acabo de jubilar. Además, a veces se queda medio segundo bloqueado cuando estoy con varias tareas a la vez. Lo que dicen de la batería es verdad, bastante pobre en comparación con lo que hay a día de hoy. Además, por alguna razón el ordenador no llegó a mi casa sino al punto de recogida de SEUR. Al paquete parecía que le habían dado una paliza. Estaba destrozado. Pero como la caja interior, la del ordenador, no mostraba mucho daño lo probé, y al ver que funcionaba me lo quedé. Empiezo a preguntarme si hice bien...",es,negative,pc
梱包に問題があるのか？それとも配送業者に問題があるのか？いずれに問題があるかは分かりませんが、破損した状態で届きました。開梱した途端に破損部分のプラスチック片が出てきて、とてもガッカリしました。１度交換していただきましたが、交換品も破損していました。呆れてしまいました。交換品は、破損部が目立たない箇所だったので、再交換は諦めて、このまま使うことにします。（交換の手続きも面倒なので…）残念でなりません。画像は最初に届いた時の破損状況です。,ja,negative,home
"Eine super Geschichte, ich konnte das Buch fast nicht weglegen.",de,positive,digital_ebook_purchase
"Se carga rápidamente, y alumbra muy bien, resistente al agua, lo recomiendo.",es,positive,home
"The phone cases is very cute, looks exactly like what I wanted. I don't know if it fits or not because I ordered a case for the wrong phone. I just got a new phone and ordered it for my old phone on accident. (Obviously my fault)",en,positive,wireless
Très bien un peu grand pour 7 ans mais belle qualité,fr,positive,apparel
"La quería para un niño de tercero de primaria y le gustó mucho , el tamaño va bien ni grande ni pequeña.",es,positive,luggage
Como comentario a mejorar la dureza de las pestañas para poner y quitar,es,positive,home_improvement
腕につけるパットはパットのプリント配線が断線していた、メインで使うお腹のパットは大丈夫で通常使ってますが損した感じです。,ja,negative,sports
充電はできましたがスイッチ入れても動かない不動品が送られてきました。,ja,negative,kitchen
I was really looking forward to using this product but it arrived broke. The glass was mixed up with the oil so I couldn’t use it.,en,negative,drugstore
本体に付属していた充電器では普通に充電しますのでウォッチ側の故障ではありません。まさかアップデートで使えなくなるとは。なかなか難しい仕様なんですね。Appleの純正品販売促進活動？と勘ぐってしまいますけど、実際はどうなんでしようか。,ja,negative,wireless
livraison rapide et produit de très belle qualité.,fr,positive,apparel
Livraison rapide . Les dimensions sont nickel.je suis très content de mon achat . Article conforme à ce que je voulais pour mon camion .,fr,positive,automotive
"Fit was ok, disappointed with material. Looked cheap, has an ugly polyester look. I returned it.",en,negative,apparel
Too small to carry several make-up cosmetics in.,en,negative,beauty
なかなか明るいです。 今のところ不具合もありません。 いい買い物でした。,ja,positive,automotive
すぐ届いたものの、ロッドカバーが破損して使えませんでした。交換をしたかったのですが、週末の釣りに間に合わなく、そのまま使用しましたが、やはりカバーはないのは不便。 しかもケースもすぐ破れ、持ち運びに不便です。 息子は喜んでいたのですが、釣り糸が絡まりやすく主人が苦労していました。,ja,negative,sports
说了很多有害成分。。。太多太多了，看完一个都没记住，不实用，唯一学到的就是没必要用那么多护肤品，基本的用点儿感觉舒服了就行了。。作者基本上把所有的护肤品都批评了一遍，感觉像在教你怎么从一堆烂白菜里挑一颗不那么烂的白菜。。。,zh,negative,book
"Tong de superbe qualité et extremement conformes elles sont Géniales et Parfaites, que dire de plus.",fr,positive,shoes
"very nice coat, warm and comfortable for winter. make sure u put your name or a phone number inside with a marker. everyone wants one.",en,positive,apparel
Grandsons love them!,en,positive,wireless
Grande rapido envio pero poca potencia le cuesta mucho tragar la mierda a nada que sea una piedra pequeña o algo ya no puede con ella pero para salir del apuro esta muy bien,es,negative,automotive
质量很好 冬天穿有些薄 100是满分的话 我打 90,zh,positive,shoes
"Lo recomiendo, ya que mi hijo no quiere llevar parche, y por el sudor y se despegan. Con ello he conseguido que por lo menos taparle el ojo el mínimo de hora que me a pedido medico. Y un buen ahorro.",es,positive,industrial_supplies
I do not like these. At the end of the day my toes hurt. They are not wide enough in the tow area for my feet.,en,negative,shoes
"Bien au début, bien que perte de sensibilité du tactile importante. Et dans le temps marque et vire au jaune. Je précise personne qui l’utilise non fumeur. Donc à remplacer au bout de quelques mois",fr,negative,wireless
Pancake breasts. Lace is itchy. Small is too small for 32.,en,negative,other
Mein Sohn ist begeistert...passt super zu dem Kostüm,de,positive,toy
相変わらず領収書が来ない(｀へ')(｀へ') 相変わらず領収書が来ない(｀へ')(｀へ') 相変わらず領収書が来ない(｀へ')(｀へ'),ja,negative,pc
229买的 上海生产 包装做工一般吧 可以喝也可以倒杯子喝 能两用 如果带吸管小孩使用就更方便了 单独吸管配件也没看见卖呢,zh,positive,kitchen
真的超级棒！！！我平时大部分皮鞋运动鞋就穿38，匡威37.5，air系列38.5，看评论买了38，正正好好，给后面的妹子提供一个参考！鞋子超级舒服！！超级超级舒服！！很轻 ！而且超好看！一万个好评！,zh,positive,shoes
Been in the house for a while and its getting torn to shreds... cat seems to like it. Good bargain too.,en,positive,pet_products
The nails were cut quality,en,positive,beauty
This CD is the absolute worst quality. It almost sounds like it's a home-made cd. I'm returning it today. Do.Not.Buy.,en,negative,other
"Están bien. Aunque quizá los círculos de cobre se despegan con cierta facilidad, pero por lo demás es lo que esperaba",es,positive,wireless
"Ich habe die Rasierklingen als Alternative zu den Gilette Fusion Klingen (die etwa 1€ teurer sind) gekauft. Leider bin ich etwas enttäuscht. Meine Beine fühlen sich nach dem Rasieren immernoch stoppelig an, außerdem gleitet er nicht richtig über die Haut, es fühl sich kratzig an (wie ein Einweg-Rasierer). Nach 2 mal benutzen ist die Rasierklinge schon stumpf und ich muss eine neue Klinge aufsetzen. Leider spare ich dadurch keine Kosten gegenüber den teuren und leider auch unschlagbar guten Klingen von Gilette. Werde deshalb wieder auf diese umsteigen...schade",de,negative,drugstore
I would have to press it down so hard.,en,negative,wireless
Good quality for the price.,en,positive,electronics
"He tenido que devolverlo pues el plasma LG, bastante antiguo, por cierto, no identificaba el switch. Además, antes de intentarlo con el múltiple la PS se veía con el HDMI de modo directo. Tras probarlo, dejó de hacerlo. Ignoro si ha sido culpa del aparato o no pero es la realidad.",es,negative,other
重い 安っぽい 定価表示があって相当な割引になってたが、そもそもウソの価格だ。,ja,negative,shoes
Do not buy...terrible quality,en,negative,home
"Es hat 1 Tag gehalten denn lagen sie frühs aufm Teppich, einfach abgefallen, trotz Tisch bzw Ecken putzen. Ist leider nix",de,negative,baby_product
Sehr schnell bei uns angekommen - und passt perfekt! Sogar mit einer Ersatzdichtung.,de,positive,home_improvement
De très bonne qualité,fr,positive,sports
Magnifique et fonctionne très bien,fr,positive,video_games
Easy to apply and doesn’t bother my eyes at all. Im looking forward to having longer lashes!,en,positive,beauty
Bonjour. Je n'ai toujours pas reçu cet article depuis des mois d'attente !! Peut on m'aider ? Merci,fr,negative,shoes
"Vraiment décevant. Des manches courtes sur les côtés : pour bien protéger lors de couleurs ou de coupes, je ne vois pas l’intérêt. A terminé dans un placard.",fr,negative,personal_care_appliances
"alles super, ausreichend verpackt und super schnell geliefert, bin sehr zufrieden.",de,positive,video_games
Hat keinen stern verdient nach drei tagen die klebefläche zwischen den teilen ab also kein Glück gehabt mit diesem.case! !!,de,negative,wireless
"Running in line from a PC results in a LOT of buzz on the output. Trying to get around this, but so far this is really irritating.",en,negative,musical_instruments
"Pas de taie d’oreiller!!! Quel dommage ☹️ Plutôt plat, manque de plumes. Déçu par mon achat, surtout que ce n’est pas donné!",fr,negative,home
"Déjà pour commencer la livraison est arrivée avec une semaine de retard !!! Ensuite quand on monte la vitre on s'aperçoit que c'est à l'envers, je m'explique: l'encoche sur le verre pour ne pas obstruer l'optique photo n'est pas du bon côté... Et ça c'est la deuxième livraison, parce que la première est arrivée cassée. C'est pas mal Amazon, mais je crois que je vais continuer de passer mes commandes chez Aliexpress, avec eux je n'ai jamais de soucis de livraisons ni de matériels défectueux...Cordialement B.Martinez",fr,negative,wireless
很满意，大小适中，携带方便，热水袋套套好看，可能自己对橡胶味道不敏感，感觉也没那么大味道，用天然橡胶的总比添加剂很多的材质要健康些吧,zh,positive,home
好，以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，最重要的是，不用认真的评论了，不用想还差多少字，直接发出就可以了，推荐给大家！,zh,positive,beauty
Die Reichweite mit dem WLAN ist ein Witz,de,negative,camera
"Mir persönlich haben die Socken sehr gefallen. Die Qualität ist sehr gut. Nach mehreren Wochen des Waschens sehen sie immer noch gut aus. Der Stoff ist etwas dicker als bei normalen Sneakersocken, was mich persönlich nicht gestört hat.",de,positive,apparel
